Year,Disease,Number of reported cases,"Rate per 100,000"
1975,Viral Haemorrhagic Fever,,
1976,Viral Haemorrhagic Fever,,
1977,Viral Haemorrhagic Fever,,
1978,Viral Haemorrhagic Fever,,
1979,Viral Haemorrhagic Fever,0,0
1980,Viral Haemorrhagic Fever,0,0
1981,Viral Haemorrhagic Fever,0,0
1982,Viral Haemorrhagic Fever,0,0
1983,Viral Haemorrhagic Fever,,
1984,Viral Haemorrhagic Fever,,
1985,Viral Haemorrhagic Fever,,
1986,Viral Haemorrhagic Fever,,
1987,Viral Haemorrhagic Fever,,
1988,Viral Haemorrhagic Fever,,
1989,Viral Haemorrhagic Fever,,
1990,Viral Haemorrhagic Fever,,
1991,Viral Haemorrhagic Fever,,
1992,Viral Haemorrhagic Fever,,
1993,Viral Haemorrhagic Fever,,
1994,Viral Haemorrhagic Fever,,
1995,Viral Haemorrhagic Fever,,
1996,Viral Haemorrhagic Fever,,
1997,Viral Haemorrhagic Fever,,
1998,Viral Haemorrhagic Fever,,
1999,Viral Haemorrhagic Fever,,
2000,Viral Haemorrhagic Fever,,
2001,Viral Haemorrhagic Fever,,
2002,Viral Haemorrhagic Fever,0,0
2003,Viral Haemorrhagic Fever,0,0
2004,Viral Haemorrhagic Fever,0,0
2005,Viral Haemorrhagic Fever,0,0
2006,Viral Haemorrhagic Fever,0,0
2007,Viral Haemorrhagic Fever,0,0
2008,Viral Haemorrhagic Fever,0,0
2009,Viral Haemorrhagic Fever,0,0
2010,Viral Haemorrhagic Fever,0,0
2011,Viral Haemorrhagic Fever,0,0
2012,Viral Haemorrhagic Fever,0,0
2013,Viral Haemorrhagic Fever,0,0
2014,Viral Haemorrhagic Fever,0,0
2015,Viral Haemorrhagic Fever,0,0
2016,Viral Haemorrhagic Fever,0,0
2017,Viral Haemorrhagic Fever,0,0
2018,Viral Haemorrhagic Fever,0,0
2019,Viral Haemorrhagic Fever,0,0
2020,Viral Haemorrhagic Fever,0,0
2021,Viral Haemorrhagic Fever,0,0
1924,"Haemophilus influenzae Disease, type b, Invasive",,
1925,"Haemophilus influenzae Disease, type b, Invasive",,
1926,"Haemophilus influenzae Disease, type b, Invasive",,
1927,"Haemophilus influenzae Disease, type b, Invasive",,
1928,"Haemophilus influenzae Disease, type b, Invasive",,
1929,"Haemophilus influenzae Disease, type b, Invasive",,
1930,"Haemophilus influenzae Disease, type b, Invasive",,
1931,"Haemophilus influenzae Disease, type b, Invasive",,
1932,"Haemophilus influenzae Disease, type b, Invasive",,
1933,"Haemophilus influenzae Disease, type b, Invasive",,
1934,"Haemophilus influenzae Disease, type b, Invasive",,
1935,"Haemophilus influenzae Disease, type b, Invasive",,
1936,"Haemophilus influenzae Disease, type b, Invasive",,
1937,"Haemophilus influenzae Disease, type b, Invasive",,
1938,"Haemophilus influenzae Disease, type b, Invasive",,
1939,"Haemophilus influenzae Disease, type b, Invasive",,
1940,"Haemophilus influenzae Disease, type b, Invasive",,
1941,"Haemophilus influenzae Disease, type b, Invasive",,
1942,"Haemophilus influenzae Disease, type b, Invasive",,
1943,"Haemophilus influenzae Disease, type b, Invasive",,
1944,"Haemophilus influenzae Disease, type b, Invasive",,
1945,"Haemophilus influenzae Disease, type b, Invasive",,
1946,"Haemophilus influenzae Disease, type b, Invasive",,
1947,"Haemophilus influenzae Disease, type b, Invasive",,
1948,"Haemophilus influenzae Disease, type b, Invasive",,
1949,"Haemophilus influenzae Disease, type b, Invasive",,
1950,"Haemophilus influenzae Disease, type b, Invasive",,
1951,"Haemophilus influenzae Disease, type b, Invasive",,
1952,"Haemophilus influenzae Disease, type b, Invasive",,
1953,"Haemophilus influenzae Disease, type b, Invasive",,
1954,"Haemophilus influenzae Disease, type b, Invasive",,
1955,"Haemophilus influenzae Disease, type b, Invasive",,
1956,"Haemophilus influenzae Disease, type b, Invasive",,
1957,"Haemophilus influenzae Disease, type b, Invasive",,
1958,"Haemophilus influenzae Disease, type b, Invasive",,
1959,"Haemophilus influenzae Disease, type b, Invasive",,
1960,"Haemophilus influenzae Disease, type b, Invasive",,
1961,"Haemophilus influenzae Disease, type b, Invasive",,
1962,"Haemophilus influenzae Disease, type b, Invasive",,
1963,"Haemophilus influenzae Disease, type b, Invasive",,
1964,"Haemophilus influenzae Disease, type b, Invasive",,
1965,"Haemophilus influenzae Disease, type b, Invasive",,
1966,"Haemophilus influenzae Disease, type b, Invasive",,
1967,"Haemophilus influenzae Disease, type b, Invasive",,
1968,"Haemophilus influenzae Disease, type b, Invasive",,
1969,"Haemophilus influenzae Disease, type b, Invasive",,
1970,"Haemophilus influenzae Disease, type b, Invasive",,
1971,"Haemophilus influenzae Disease, type b, Invasive",,
1972,"Haemophilus influenzae Disease, type b, Invasive",,
1973,"Haemophilus influenzae Disease, type b, Invasive",,
1974,"Haemophilus influenzae Disease, type b, Invasive",,
1975,"Haemophilus influenzae Disease, type b, Invasive",,
1976,"Haemophilus influenzae Disease, type b, Invasive",,
1977,"Haemophilus influenzae Disease, type b, Invasive",,
1978,"Haemophilus influenzae Disease, type b, Invasive",,
1979,"Haemophilus influenzae Disease, type b, Invasive",,
1980,"Haemophilus influenzae Disease, type b, Invasive",,
1981,"Haemophilus influenzae Disease, type b, Invasive",,
1982,"Haemophilus influenzae Disease, type b, Invasive",,
1983,"Haemophilus influenzae Disease, type b, Invasive",,
1984,"Haemophilus influenzae Disease, type b, Invasive",,
1985,"Haemophilus influenzae Disease, type b, Invasive",,
1986,"Haemophilus influenzae Disease, type b, Invasive",694,2.66
1987,"Haemophilus influenzae Disease, type b, Invasive",670,2.53
1988,"Haemophilus influenzae Disease, type b, Invasive",798,2.98
1989,"Haemophilus influenzae Disease, type b, Invasive",979,3.59
1990,"Haemophilus influenzae Disease, type b, Invasive",529,1.91
1991,"Haemophilus influenzae Disease, type b, Invasive",353,1.26
1992,"Haemophilus influenzae Disease, type b, Invasive",284,1
1993,"Haemophilus influenzae Disease, type b, Invasive",130,0.45
1994,"Haemophilus influenzae Disease, type b, Invasive",72,0.25
1995,"Haemophilus influenzae Disease, type b, Invasive",62,0.21
1996,"Haemophilus influenzae Disease, type b, Invasive",69,0.23
1997,"Haemophilus influenzae Disease, type b, Invasive",71,0.24
1998,"Haemophilus influenzae Disease, type b, Invasive",56,0.19
1999,"Haemophilus influenzae Disease, type b, Invasive",21,0.07
2000,"Haemophilus influenzae Disease, type b, Invasive",33,0.11
2001,"Haemophilus influenzae Disease, type b, Invasive",46,0.15
2002,"Haemophilus influenzae Disease, type b, Invasive",50,0.16
2003,"Haemophilus influenzae Disease, type b, Invasive",44,0.14
2004,"Haemophilus influenzae Disease, type b, Invasive",38,0.12
2005,"Haemophilus influenzae Disease, type b, Invasive",30,0.09
2006,"Haemophilus influenzae Disease, type b, Invasive",32,0.1
2007,"Haemophilus influenzae Disease, type b, Invasive",27,0.08
2008,"Haemophilus influenzae Disease, type b, Invasive",44,0.14
2009,"Haemophilus influenzae Disease, type b, Invasive",18,0.05
2010,"Haemophilus influenzae Disease, type b, Invasive",17,0.05
2011,"Haemophilus influenzae Disease, type b, Invasive",27,0.08
2012,"Haemophilus influenzae Disease, type b, Invasive",24,0.07
2013,"Haemophilus influenzae Disease, type b, Invasive",33,0.1
2014,"Haemophilus influenzae Disease, type b, Invasive",26,0.07
2015,"Haemophilus influenzae Disease, type b, Invasive",27,0.08
2016,"Haemophilus influenzae Disease, type b, Invasive",12,0.03
2017,"Haemophilus influenzae Disease, type b, Invasive",18,0.05
2018,"Haemophilus influenzae Disease, type b, Invasive",19,0.05
2019,"Haemophilus influenzae Disease, type b, Invasive",13,0.04
2020,"Haemophilus influenzae Disease, type b, Invasive",11,0.03
2021,"Haemophilus influenzae Disease, type b, Invasive",14,0.04
1924,Lyme Disease,,
1925,Lyme Disease,,
1926,Lyme Disease,,
1927,Lyme Disease,,
1928,Lyme Disease,,
1929,Lyme Disease,,
1930,Lyme Disease,,
1931,Lyme Disease,,
1932,Lyme Disease,,
1933,Lyme Disease,,
1934,Lyme Disease,,
1935,Lyme Disease,,
1936,Lyme Disease,,
1937,Lyme Disease,,
1938,Lyme Disease,,
1939,Lyme Disease,,
1940,Lyme Disease,,
1941,Lyme Disease,,
1942,Lyme Disease,,
1943,Lyme Disease,,
1944,Lyme Disease,,
1945,Lyme Disease,,
1946,Lyme Disease,,
1947,Lyme Disease,,
1948,Lyme Disease,,
1949,Lyme Disease,,
1950,Lyme Disease,,
1951,Lyme Disease,,
1952,Lyme Disease,,
1953,Lyme Disease,,
1954,Lyme Disease,,
1955,Lyme Disease,,
1956,Lyme Disease,,
1957,Lyme Disease,,
1958,Lyme Disease,,
1959,Lyme Disease,,
1960,Lyme Disease,,
1961,Lyme Disease,,
1962,Lyme Disease,,
1963,Lyme Disease,,
1964,Lyme Disease,,
1965,Lyme Disease,,
1966,Lyme Disease,,
1967,Lyme Disease,,
1968,Lyme Disease,,
1969,Lyme Disease,,
1970,Lyme Disease,,
1971,Lyme Disease,,
1972,Lyme Disease,,
1973,Lyme Disease,,
1974,Lyme Disease,,
1975,Lyme Disease,,
1976,Lyme Disease,,
1977,Lyme Disease,,
1978,Lyme Disease,,
1979,Lyme Disease,,
1980,Lyme Disease,,
1981,Lyme Disease,,
1982,Lyme Disease,,
1983,Lyme Disease,,
1984,Lyme Disease,,
1985,Lyme Disease,,
1986,Lyme Disease,,
1987,Lyme Disease,,
1988,Lyme Disease,,
1989,Lyme Disease,,
1990,Lyme Disease,,
1991,Lyme Disease,,
1992,Lyme Disease,,
1993,Lyme Disease,,
1994,Lyme Disease,,
1995,Lyme Disease,,
1996,Lyme Disease,,
1997,Lyme Disease,,
1998,Lyme Disease,,
1999,Lyme Disease,,
2000,Lyme Disease,,
2001,Lyme Disease,,
2002,Lyme Disease,,
2003,Lyme Disease,,
2004,Lyme Disease,,
2005,Lyme Disease,,
2006,Lyme Disease,,
2007,Lyme Disease,,
2008,Lyme Disease,,
2009,Lyme Disease,114,0.34
2010,Lyme Disease,105,0.31
2011,Lyme Disease,188,0.55
2012,Lyme Disease,217,0.63
2013,Lyme Disease,481,1.37
2014,Lyme Disease,393,1.11
2015,Lyme Disease,715,2
2016,Lyme Disease,756,2.09
2017,Lyme Disease,1673,4.58
2018,Lyme Disease,1220,3.29
2019,Lyme Disease,2266,6.03
2020,Lyme Disease,1453,3.82
2021,Lyme Disease,2946,7.71
1924,Verotoxigenic Escherichia coli Infection,,
1925,Verotoxigenic Escherichia coli Infection,,
1926,Verotoxigenic Escherichia coli Infection,,
1927,Verotoxigenic Escherichia coli Infection,,
1928,Verotoxigenic Escherichia coli Infection,,
1929,Verotoxigenic Escherichia coli Infection,,
1930,Verotoxigenic Escherichia coli Infection,,
1931,Verotoxigenic Escherichia coli Infection,,
1932,Verotoxigenic Escherichia coli Infection,,
1933,Verotoxigenic Escherichia coli Infection,,
1934,Verotoxigenic Escherichia coli Infection,,
1935,Verotoxigenic Escherichia coli Infection,,
1936,Verotoxigenic Escherichia coli Infection,,
1937,Verotoxigenic Escherichia coli Infection,,
1938,Verotoxigenic Escherichia coli Infection,,
1939,Verotoxigenic Escherichia coli Infection,,
1940,Verotoxigenic Escherichia coli Infection,,
1941,Verotoxigenic Escherichia coli Infection,,
1942,Verotoxigenic Escherichia coli Infection,,
1943,Verotoxigenic Escherichia coli Infection,,
1944,Verotoxigenic Escherichia coli Infection,,
1945,Verotoxigenic Escherichia coli Infection,,
1946,Verotoxigenic Escherichia coli Infection,,
1947,Verotoxigenic Escherichia coli Infection,,
1948,Verotoxigenic Escherichia coli Infection,,
1949,Verotoxigenic Escherichia coli Infection,,
1950,Verotoxigenic Escherichia coli Infection,,
1951,Verotoxigenic Escherichia coli Infection,,
1952,Verotoxigenic Escherichia coli Infection,,
1953,Verotoxigenic Escherichia coli Infection,,
1954,Verotoxigenic Escherichia coli Infection,,
1955,Verotoxigenic Escherichia coli Infection,,
1956,Verotoxigenic Escherichia coli Infection,,
1957,Verotoxigenic Escherichia coli Infection,,
1958,Verotoxigenic Escherichia coli Infection,,
1959,Verotoxigenic Escherichia coli Infection,,
1960,Verotoxigenic Escherichia coli Infection,,
1961,Verotoxigenic Escherichia coli Infection,,
1962,Verotoxigenic Escherichia coli Infection,,
1963,Verotoxigenic Escherichia coli Infection,,
1964,Verotoxigenic Escherichia coli Infection,,
1965,Verotoxigenic Escherichia coli Infection,,
1966,Verotoxigenic Escherichia coli Infection,,
1967,Verotoxigenic Escherichia coli Infection,,
1968,Verotoxigenic Escherichia coli Infection,,
1969,Verotoxigenic Escherichia coli Infection,,
1970,Verotoxigenic Escherichia coli Infection,,
1971,Verotoxigenic Escherichia coli Infection,,
1972,Verotoxigenic Escherichia coli Infection,,
1973,Verotoxigenic Escherichia coli Infection,,
1974,Verotoxigenic Escherichia coli Infection,,
1975,Verotoxigenic Escherichia coli Infection,,
1976,Verotoxigenic Escherichia coli Infection,,
1977,Verotoxigenic Escherichia coli Infection,,
1978,Verotoxigenic Escherichia coli Infection,,
1979,Verotoxigenic Escherichia coli Infection,,
1980,Verotoxigenic Escherichia coli Infection,,
1981,Verotoxigenic Escherichia coli Infection,,
1982,Verotoxigenic Escherichia coli Infection,,
1983,Verotoxigenic Escherichia coli Infection,,
1984,Verotoxigenic Escherichia coli Infection,,
1985,Verotoxigenic Escherichia coli Infection,,
1986,Verotoxigenic Escherichia coli Infection,,
1987,Verotoxigenic Escherichia coli Infection,,
1988,Verotoxigenic Escherichia coli Infection,,
1989,Verotoxigenic Escherichia coli Infection,,
1990,Verotoxigenic Escherichia coli Infection,,
1991,Verotoxigenic Escherichia coli Infection,1766,7.69
1992,Verotoxigenic Escherichia coli Infection,1649,5.97
1993,Verotoxigenic Escherichia coli Infection,1311,4.57
1994,Verotoxigenic Escherichia coli Infection,1179,4.07
1995,Verotoxigenic Escherichia coli Infection,1491,5.09
1996,Verotoxigenic Escherichia coli Infection,1231,4.16
1997,Verotoxigenic Escherichia coli Infection,1222,4.09
1998,Verotoxigenic Escherichia coli Infection,1462,4.85
1999,Verotoxigenic Escherichia coli Infection,1511,4.97
2000,Verotoxigenic Escherichia coli Infection,3011,9.81
2001,Verotoxigenic Escherichia coli Infection,1334,4.3
2002,Verotoxigenic Escherichia coli Infection,1241,3.96
2003,Verotoxigenic Escherichia coli Infection,1084,3.43
2004,Verotoxigenic Escherichia coli Infection,1099,3.44
2005,Verotoxigenic Escherichia coli Infection,801,2.48
2006,Verotoxigenic Escherichia coli Infection,1079,3.31
2007,Verotoxigenic Escherichia coli Infection,1065,3.24
2008,Verotoxigenic Escherichia coli Infection,760,2.29
2009,Verotoxigenic Escherichia coli Infection,612,1.82
2010,Verotoxigenic Escherichia coli Infection,544,1.6
2011,Verotoxigenic Escherichia coli Infection,640,1.86
2012,Verotoxigenic Escherichia coli Infection,684,1.97
2013,Verotoxigenic Escherichia coli Infection,633,1.8
2014,Verotoxigenic Escherichia coli Infection,646,1.82
2015,Verotoxigenic Escherichia coli Infection,632,1.77
2016,Verotoxigenic Escherichia coli Infection,709,1.96
2017,Verotoxigenic Escherichia coli Infection,806,2.21
2018,Verotoxigenic Escherichia coli Infection,1088,2.94
2019,Verotoxigenic Escherichia coli Infection,1166,3.1
2020,Verotoxigenic Escherichia coli Infection,698,1.84
2021,Verotoxigenic Escherichia coli Infection,772,2.02
1924,"Meningitis, Pneumococcal",,
1925,"Meningitis, Pneumococcal",,
1926,"Meningitis, Pneumococcal",,
1927,"Meningitis, Pneumococcal",,
1928,"Meningitis, Pneumococcal",,
1929,"Meningitis, Pneumococcal",,
1930,"Meningitis, Pneumococcal",,
1931,"Meningitis, Pneumococcal",,
1932,"Meningitis, Pneumococcal",,
1933,"Meningitis, Pneumococcal",,
1934,"Meningitis, Pneumococcal",,
1935,"Meningitis, Pneumococcal",,
1936,"Meningitis, Pneumococcal",,
1937,"Meningitis, Pneumococcal",,
1938,"Meningitis, Pneumococcal",,
1939,"Meningitis, Pneumococcal",,
1940,"Meningitis, Pneumococcal",,
1941,"Meningitis, Pneumococcal",,
1942,"Meningitis, Pneumococcal",,
1943,"Meningitis, Pneumococcal",,
1944,"Meningitis, Pneumococcal",,
1945,"Meningitis, Pneumococcal",,
1946,"Meningitis, Pneumococcal",,
1947,"Meningitis, Pneumococcal",,
1948,"Meningitis, Pneumococcal",,
1949,"Meningitis, Pneumococcal",,
1950,"Meningitis, Pneumococcal",,
1951,"Meningitis, Pneumococcal",,
1952,"Meningitis, Pneumococcal",,
1953,"Meningitis, Pneumococcal",,
1954,"Meningitis, Pneumococcal",,
1955,"Meningitis, Pneumococcal",,
1956,"Meningitis, Pneumococcal",,
1957,"Meningitis, Pneumococcal",,
1958,"Meningitis, Pneumococcal",,
1959,"Meningitis, Pneumococcal",,
1960,"Meningitis, Pneumococcal",,
1961,"Meningitis, Pneumococcal",,
1962,"Meningitis, Pneumococcal",,
1963,"Meningitis, Pneumococcal",,
1964,"Meningitis, Pneumococcal",,
1965,"Meningitis, Pneumococcal",,
1966,"Meningitis, Pneumococcal",,
1967,"Meningitis, Pneumococcal",,
1968,"Meningitis, Pneumococcal",,
1969,"Meningitis, Pneumococcal",,
1970,"Meningitis, Pneumococcal",,
1971,"Meningitis, Pneumococcal",,
1972,"Meningitis, Pneumococcal",,
1973,"Meningitis, Pneumococcal",,
1974,"Meningitis, Pneumococcal",,
1975,"Meningitis, Pneumococcal",,
1976,"Meningitis, Pneumococcal",,
1977,"Meningitis, Pneumococcal",,
1978,"Meningitis, Pneumococcal",,
1979,"Meningitis, Pneumococcal",52,0.21
1980,"Meningitis, Pneumococcal",61,0.25
1981,"Meningitis, Pneumococcal",62,0.25
1982,"Meningitis, Pneumococcal",81,0.32
1983,"Meningitis, Pneumococcal",96,0.38
1984,"Meningitis, Pneumococcal",80,0.31
1985,"Meningitis, Pneumococcal",82,0.32
1986,"Meningitis, Pneumococcal",80,0.31
1987,"Meningitis, Pneumococcal",113,0.43
1988,"Meningitis, Pneumococcal",133,0.5
1989,"Meningitis, Pneumococcal",138,0.51
1990,"Meningitis, Pneumococcal",119,0.43
1991,"Meningitis, Pneumococcal",133,0.47
1992,"Meningitis, Pneumococcal",85,0.3
1993,"Meningitis, Pneumococcal",68,0.24
1994,"Meningitis, Pneumococcal",47,0.16
1995,"Meningitis, Pneumococcal",53,0.18
1996,"Meningitis, Pneumococcal",24,0.08
1997,"Meningitis, Pneumococcal",41,0.14
1998,"Meningitis, Pneumococcal",124,0.41
1999,"Meningitis, Pneumococcal",16,0.05
2000,"Meningitis, Pneumococcal",,
2001,"Meningitis, Pneumococcal",,
2002,"Meningitis, Pneumococcal",,
2003,"Meningitis, Pneumococcal",,
2004,"Meningitis, Pneumococcal",,
2005,"Meningitis, Pneumococcal",,
2006,"Meningitis, Pneumococcal",,
2007,"Meningitis, Pneumococcal",,
2008,"Meningitis, Pneumococcal",,
2009,"Meningitis, Pneumococcal",,
2010,"Meningitis, Pneumococcal",,
2011,"Meningitis, Pneumococcal",,
2012,"Meningitis, Pneumococcal",,
2013,"Meningitis, Pneumococcal",,
2014,"Meningitis, Pneumococcal",,
2015,"Meningitis, Pneumococcal",,
2016,"Meningitis, Pneumococcal",,
2017,"Meningitis, Pneumococcal",,
2018,"Meningitis, Pneumococcal",,
2019,"Meningitis, Pneumococcal",,
2020,"Meningitis, Pneumococcal",,
2021,"Meningitis, Pneumococcal",,
1924,"Group A Streptococcal Disease, Invasive",,
1925,"Group A Streptococcal Disease, Invasive",,
1926,"Group A Streptococcal Disease, Invasive",,
1927,"Group A Streptococcal Disease, Invasive",,
1928,"Group A Streptococcal Disease, Invasive",,
1929,"Group A Streptococcal Disease, Invasive",,
1930,"Group A Streptococcal Disease, Invasive",,
1931,"Group A Streptococcal Disease, Invasive",,
1932,"Group A Streptococcal Disease, Invasive",,
1933,"Group A Streptococcal Disease, Invasive",,
1934,"Group A Streptococcal Disease, Invasive",,
1935,"Group A Streptococcal Disease, Invasive",,
1936,"Group A Streptococcal Disease, Invasive",,
1937,"Group A Streptococcal Disease, Invasive",,
1938,"Group A Streptococcal Disease, Invasive",,
1939,"Group A Streptococcal Disease, Invasive",,
1940,"Group A Streptococcal Disease, Invasive",,
1941,"Group A Streptococcal Disease, Invasive",,
1942,"Group A Streptococcal Disease, Invasive",,
1943,"Group A Streptococcal Disease, Invasive",,
1944,"Group A Streptococcal Disease, Invasive",,
1945,"Group A Streptococcal Disease, Invasive",,
1946,"Group A Streptococcal Disease, Invasive",,
1947,"Group A Streptococcal Disease, Invasive",,
1948,"Group A Streptococcal Disease, Invasive",,
1949,"Group A Streptococcal Disease, Invasive",,
1950,"Group A Streptococcal Disease, Invasive",,
1951,"Group A Streptococcal Disease, Invasive",,
1952,"Group A Streptococcal Disease, Invasive",,
1953,"Group A Streptococcal Disease, Invasive",,
1954,"Group A Streptococcal Disease, Invasive",,
1955,"Group A Streptococcal Disease, Invasive",,
1956,"Group A Streptococcal Disease, Invasive",,
1957,"Group A Streptococcal Disease, Invasive",,
1958,"Group A Streptococcal Disease, Invasive",,
1959,"Group A Streptococcal Disease, Invasive",,
1960,"Group A Streptococcal Disease, Invasive",,
1961,"Group A Streptococcal Disease, Invasive",,
1962,"Group A Streptococcal Disease, Invasive",,
1963,"Group A Streptococcal Disease, Invasive",,
1964,"Group A Streptococcal Disease, Invasive",,
1965,"Group A Streptococcal Disease, Invasive",,
1966,"Group A Streptococcal Disease, Invasive",,
1967,"Group A Streptococcal Disease, Invasive",,
1968,"Group A Streptococcal Disease, Invasive",,
1969,"Group A Streptococcal Disease, Invasive",,
1970,"Group A Streptococcal Disease, Invasive",,
1971,"Group A Streptococcal Disease, Invasive",,
1972,"Group A Streptococcal Disease, Invasive",,
1973,"Group A Streptococcal Disease, Invasive",,
1974,"Group A Streptococcal Disease, Invasive",,
1975,"Group A Streptococcal Disease, Invasive",,
1976,"Group A Streptococcal Disease, Invasive",,
1977,"Group A Streptococcal Disease, Invasive",,
1978,"Group A Streptococcal Disease, Invasive",,
1979,"Group A Streptococcal Disease, Invasive",,
1980,"Group A Streptococcal Disease, Invasive",,
1981,"Group A Streptococcal Disease, Invasive",,
1982,"Group A Streptococcal Disease, Invasive",,
1983,"Group A Streptococcal Disease, Invasive",,
1984,"Group A Streptococcal Disease, Invasive",,
1985,"Group A Streptococcal Disease, Invasive",,
1986,"Group A Streptococcal Disease, Invasive",,
1987,"Group A Streptococcal Disease, Invasive",,
1988,"Group A Streptococcal Disease, Invasive",,
1989,"Group A Streptococcal Disease, Invasive",,
1990,"Group A Streptococcal Disease, Invasive",,
1991,"Group A Streptococcal Disease, Invasive",,
1992,"Group A Streptococcal Disease, Invasive",,
1993,"Group A Streptococcal Disease, Invasive",,
1994,"Group A Streptococcal Disease, Invasive",,
1995,"Group A Streptococcal Disease, Invasive",,
